"European Software Engineering Conference","ESEC","B"
"European SPI","EuroSPI","B"
"European Symposium on Algorithms","ESA","A"
"European Symposium on Artificial Neural Networks","ESANN","B"
"European Symposium on Gender and ICT","ESGICT","C"
"European Symposium on Programming","ESOP","A"
"European Symposium On Research In Computer Security","ESORICS","A"
"European Transport Conference","ETC","B"
"European Turbulence Conference",,"A"
"European Workshop on Advanced Mobile Robots","EuroBot","C"
"European Workshop on Computational Geometry","EuroCG","C"
"European Workshop on Modelling Autonomous Agents in a Multi-Agent World","MAAMAW","C"
"European Workshop on Multi-Agent Systems","EUMAS","C"
"European Workshop on Security and Privacy in Ad -Hoc and Sensor Networks","ESAS","C"
"European, Mediterranean and Middle Eastern Conference on Information Systems","EMCIS","B"
"European-Japanese Conference on Information Modelling and Knowledge Bases","EJC","C"
"Eurosys Conference","EuroSys","A"
"Experiential Knowledge SIG conferences (Design Research Society (DRS) SIG,UK)",,"A"
"Exploring Modelling Methods in Systems Analysis and Design","EMMSAD","C"
"Extending Database Technology","EDBT","A"
"Extreme Markup Languages","Extreme","C"
"Far East Workshop on Future DB Systems","FEWFDB","C"
"FIE Frontiers in Education",,"A"
"Financial Cryptography","FINCRY","B"
"Financial Cryptography and Data Security Conference","FC","A"
"Finite Differences-Finite Elements-Finite Volumes-Boundary Elements","F-and-B","C"
"FIRA Robot World Congress","FIRA","C"
"FISITA World Automotive Congress",,"B"
"Flexible Query-Answering Systems","FQAS","C"
"Florida Artificial Intelligence Research Society Conference","FlAIRS","C"
"Formal and Computational Cryptography","FCC","C"
"Formal Methods Europe","FME","A"
"Formal Methods in Software Engineering and Defence Systems Workshop","FMSEDS","C"
"Formal Methods Pacific","FMP","C"
"Formal Power Series and Algebraic Combinatorics","FPSAC","B"
"Forum on Specification, Verification and Design Languages","FDL","C"
"Foundations of Aspect-Oriented Languages","FOAL","C"
"Foundations of Genetic Algorithms","FOGA","A"
"Foundations of Software Science and Computational Structures","FOSSACS","C"
"Foundations of Software Technology and Theoretical Computer Science","FST&TCS","B"
"Franco-Canadian Workshop on Combinatorial Algorithms","ComAI","C"
"French Conference on Knowledge Acquisition and Machine Learning","FCKAML","B"
"French Journées de Géométrie Algorithmique","JGA","C"
"French Speaking Conference on the Extraction and Management of Knowledge","EGC","C"
"Functional and Declarative Programming in Education","FDPE","C"
"Fundamental Approaches to Software Engineering","FASE","B"
"Game Developers Conference","GDC","C"
"Genetic and Evolutionary Computations","GECCO","A"
"Geo congress of the Geo-Institute of ASCE",,"A"
"Geometric Modelling and Imaging, International Conference (IEEE)","GMAI","B"
"Geometry Festival: An international workshop on Discrete Geometry and Rigidity","GeomFest","C"
"Geometry Modeling and Processing","GMP","B"
"GeoShanghai International Conferences","GeoShanghai","A"
"GeoVisualization and Information Visualization","GeoViz","C"
"German Conference on Artificial Intelligence","KI","C"
"German Conference on Multi-Agent system Technologies","MATES","B"
"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment","DIMVA","C"
"GIS Planet Conference","GISPlanet","C"
"Global Chinese Conference on Computers in Education","GCCCE","C"
"Global Conference on Sustainable Product Development and Life Cycle Engineering",,"B"
"Global Information Technology Management Association World Conference","GITMA","B"
"Globalisation and Landscape Architecture: Issues for Education and Practice",,"Not ranked"
"Grace Hopper Celebration of Women in Computing","GHC","C"
"Graph Drawing","GD","A"
"Graphics Interface","GI","B"
"Haskell Workshop","HASKELL","C"
"Hawaii International Conference on System Sciences","HICSS","A"
"Health Informatics Conference","HIC","C"
"Healthy Buildings","HB","A"
"Hellenic Conference on Artificial Intelligence","SETN","C"
"Heterogeneity in Computing Workshop","HCW","B"
"High Performance Computing Symposium Canada","HPCS-Canada","C"
"High-Performance Grid Computing Workshop (part of IPDPS Conference)","HPGrid","C"
"Hong Kong Institute of Value Management Conference","HKIVM","A"
"Human Factors and Ergonomics Conference (Human Factors and Ergonomics Society of Australia)","HFESA","C"
"Human System Interaction","HIS","C"
"Hungarian National Conference on Agent Based Computation","HUNABC","C"
"Hydraulics in Civil Engineering",,"C"
"Hydrology and Water Resources Symposium",,"B"
"IASTED International Conference on Biomedical Engineering",,"A"
"IASTED Telehealth and Assistive Technology",,"A"
"IAVoSS Workshop On Trustworthy Elections","WOTE","C"
"Iberian Conference on Pattern Recognition and Image Analysis","IBPRIA","C"
"IberoAmerican Congress on Pattern Recognition","CIARP","C"
"ICEE- ICEER - International Conference for Engineering Education and Research",,"C"
"Identity and Globalisation: Design for the City",,"Not ranked"
"IEEE Automatic Speech Recognition and Understanding Workshop","ASRU","C"
"IEEE Bioinformatics and Bioengineering","BIBE","C"
"IEEE Computational Systems Bioinformatics Conference","CSB","A"
"IEEE Computer Communications Workshop","CCW","B"
"IEEE Computer Security Foundations Symposium (was CSFW)","CSF","A"
"IEEE Conference in Industrial Electronics and Applications",,"A"
"IEEE Conference on Automation Science and Engineering",,"B"
"IEEE Conference on Computational Complexity","Complexity","B"
"IEEE Conference on Computer Communications","IEEE INFOCOM","A"
"IEEE Conference on Computer Vision and Pattern Recognition","CVPR","A"
"IEEE Conference on Decision and Control","CDC","A"
"IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE)","CEC","C"
"IEEE Conference on Local Computer Networks","LCN","A"
"IEEE Conference on Mass Storage Systems and Technologies","MSST","C"
"IEEE Conference on Robotics, Automation and Mechatronics",,"A"
"IEEE Conference on Sensor, Mesh and Ad Hoc Communications and Networks","SECON","B"
"IEEE Conference on Systems, Man and Cybernetics","SMC","B"
"IEEE Conference on Ultra Wideband Systems and Technologies","ICUWB","C"
"IEEE Conference on Wireless Communication and Sensor Networks","WCSN","C"
"IEEE Congress on Evolutionary Computation","IEEE CEC","A"
"IEEE Congress on Services","SERVICES","B"
"IEEE Consumer Communications and Networking Conference","IEEE CCNC","B"
"IEEE EMBS Neural Engineering Conference",,"A"
"IEEE European Conference on Web Services","ECOWS","C"
"IEEE Global Information Infrastructure Symposium","GIIS","C"
"IEEE Global Internet Symposium","GI","C"
"IEEE Global Telecommunications Conference","IEEE GLOBECOM","B"
"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging","DECI","C"
"IEEE Information Visualization Conference","IEEE InfoVis","A"
"IEEE International Augmented Reality Toolkit Workshop","IARTW","C"
"IEEE International Conference and Workshop on the Engineering of Computer Based Systems","ECBS","B"
"IEEE International Conference on 3D Systems Integration (combines ASET & 3D)","IEEE 3D IC","C"
"IEEE International Conference on Adaptive and Intelligent Systems","ICAIS","C"
"IEEE International Conference on Advanced Learning Technologies","ICALT","B"
"IEEE International Conference on Automatic Face and Gesture Recognition","FG","C"
"IEEE International Conference on Autonomic Computing","ICAC","B"
"IEEE International Conference on Cloud Computing","CLOUD","B"
"IEEE International Conference on Cluster Computing","CLUSTER","A"
"IEEE International Conference on Cognitive Informatics","ICCI","C"
"IEEE International Conference on Communications","ICC","B"
"IEEE International Conference on Computational Cybernetics","ICCC","C"
"IEEE International Conference on Computational Intelligence for Measurement Systems and Applications","CIMSA","C"
"IEEE International Conference on Computer and Information Technology","CIT","C"
"IEEE International Conference on Computer Vision","ICCV","A"
"IEEE International Conference on Control Applications","CCA","B"
"IEEE International Conference on COTS-Based Software Systems","ICCBSS","C"
"IEEE International Conference on Cybernetics and Intelligent Systems","CIS","C"
"IEEE International Conference on Data Mining","ICDM","A"
"IEEE International Conference on Digital EcoSystems and Technologies Conference","IEEE DEST","C"
"IEEE International Conference on Distributed Computing in Sensor Systems","DCOSS","B"
"IEEE International Conference on e-Business Engineering","ICEBE","B"
"IEEE International Conference on Engineering of Complex Computer Systems","ICECCS","A"
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services","EEE","C"
"IEEE International Conference on e-Science and Grid Computing","e-Science","A"
"IEEE International Conference on Fuzzy Systems","FUZZ-IEEE","A"
"IEEE International Conference on Global Software Engineering","ICGSE","C"
"IEEE International Conference on Granular Computing","GrC","C"
"IEEE International Conference on High Performance Computing and Communications","HPCC","B"
"IEEE International Conference on High Performance Computing and Simulation","IEEE HPCS","B"
"IEEE International Conference on Image Processing","ICIP","B"
"IEEE International Conference on Industrial and Information Systems","ICIIS","C"
"IEEE International Conference on Information and Automation","IEEE ICIA","C"
"IEEE International Conference on Information Integration and Reuse","IEEE IRI","C"
"IEEE International Conference on Intelligence and Security Informatics","ISI","C"
"IEEE International Conference on Intelligence for Homeland Security and Personal Safety","CIHSPS","C"
"IEEE International Conference on Intelligent Computer Communication and Processing","ICCP","C"
"IEEE International Conference on Intelligent Systems","IEEE IS","C"
"IEEE International Conference on Mechatronics and Automation",,"B"
"IEEE International Conference on Mobile Ad-hoc and Sensor Systems","MASS","B"
"IEEE International Conference on Multimedia and Expo","ICME","B"
"IEEE International Conference on Networks","ICON","B"
"IEEE International Conference on Neural Networks","ICNN","B"
"IEEE International Conference on Parallel Processing Workshops","WoPP","C"
"IEEE International Conference on Peer to Peer Computing","P2P","C"
"IEEE International Conference on Pervasive Computing and Communications","PERCOM","A"
"IEEE International Conference on Remote Frequency Identification","IEEE RFID","B"
"IEEE International Conference on Robotics and Biomimetics",,"B"
"IEEE International Conference on Robots and Automation",,"A"
"IEEE International Conference on Service-Oriented Computing Applications","SOCA","C"
"IEEE International Conference on Services Computing","SCC","A"
"IEEE International Conference on Signal Processing and Communication","ICSPC","C"
"IEEE International Conference on Software Maintenance","ICSM","A"
"IEEE International Conference on Telecommunications","ICT","C"
"IEEE International Conference on Web Services","ICWS","A"
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications","WiMob","C"
"IEEE International Conference on Wireless Information Technology and Systems","ICWITS","B"
"IEEE International Dynamic Spectrum Access Networks Symposium","IEEE DYSPAN","B"
"IEEE International Enterprise Distributed Object Computing Conference","EDOC","B"
"IEEE International Geoscience and Remote Sensing Symposium","IGARSS","C"
"IEEE International High Level Design Validation and Test Workshop","HLDVT","C"
"IEEE International Joint Conference on Neural Networks","IJCNN","A"
"IEEE International Multioptic Conference","INMIC","C"
"IEEE International On-Line Testing Symposium","IOLTS","C"
"IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP)","IPDPS","A"
"IEEE International Performance Computing and Communications Conference","IPCCC","B"
"IEEE International Requirements Engineering Conference","RE","A"
"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks","WoWMoM","A"
"IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning","IEEE ADPRL","C"
"IEEE International Symposium on Artificial Life","IEEE Alife","A"
"IEEE International Symposium on Biomedical Imaging",,"A"
"IEEE International Symposium on Cluster, Cloud and Grid Computing","CCGRID","A"
"IEEE International Symposium on Distributed Simulation and Real-time Applications","IEEE DS-RT","B"
"IEEE International Symposium on Electronics and the Environment",,"B"
"IEEE International Symposium on High Assurance Systems Engineering","HASE","B"
"IEEE International Symposium on Information Theory","ISIT","B"
"IEEE International Symposium on Intelligent Control","ISIC","B"
"IEEE International Symposium on Multimedia","ISM","C"
"IEEE International Symposium on Network Computing and Applications","IEEE NCA","A"
"IEEE International Symposium on Object-Oriented Real-Time Distributed Computing","ISORC","C"
"IEEE International Symposium on Parallel and Distributed Processing with Applications","ISPA","B"
"IEEE International Symposium on Performance Analysis of Systems and Software","ISPASS","C"
"IEEE International Symposium on Personal and Indoor Mobile Radio Conference","PIMRC","B"
"IEEE International Symposium on Security in Networks and Distributed Systems","SSNDS","C"
"IEEE International Symposium on Wearable Computing","ISWC","A"
"IEEE International Symposium on Web Systems Evolution","WSE","C"
"IEEE International Test Conference","ITC","B"
"IEEE International Working Conference on Mining Software Repositories","MSR","C"
"IEEE International Workshop on Cellular Nanoscale Networks and Applications","CNNA","C"
"IEEE International Workshop on Databases for Next-Generation Researchers","SWOD","C"
"IEEE International Workshop on Future Trends of Distributed Computing Systems","FTDCS","C"
"IEEE International Workshop on Neural Networks for Signal Processing","NNSP","C"
"IEEE International Workshop on Object-Oriented Real-Time Dependable Systems","WORDS","B"
"IEEE International Workshop on Quality of Service","IWQoS","B"
"IEEE International Workshop on Source Code Analysis and Manipulation","SCAM","C"
"IEEE International Workshop on the Value of Security through Collaboration","SECOVAL","C"
"IEEE International Workshop on Visualizing Software for Understanding and Analysis","VISSOFT","B"
"IEEE Knowledge and Data Engineering Exchange Workshop","KDEEW","C"
"IEEE Latin-American Conference on Communications","latincom","C"
"IEEE Network Operations and Management Symposium","NOMS","B"
"IEEE Pacific Visualization Symposium (was APVIS)","PacificVis","B"
"IEEE Real-Time and Embedded Technology and Applications Symposium","RTAS","A"
"IEEE Software Engineering Workshop","SEW","C"
"IEEE Swarm Intelligence Symposium","IEEE SIS","C"
"IEEE Symposium on 3D User Interfaces","3DUI","B"
"IEEE Symposium on Advanced Management of Information for Globalized Enterprises","AMIGE","C"
"IEEE Symposium on Computational Complexity","CCC","A"
"IEEE Symposium on Computational Intelligence and Data Mining","IEEE CIDM","C"
"IEEE Symposium on Computational Intelligence and Games","CIG","C"
"IEEE Symposium on Computational Intelligence for Financial Engineering","IEEE CIFEr","C"
"IEEE Symposium on Computational intelligence for Image Processing","IEEE CIIP","C"
"IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing","IEEE CIMSVP","C"
"IEEE Symposium on Computational Intelligence for Security and Defence Applications","IEEE CISDA","C"
"IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology","IEEE CIBCB","C"
"IEEE Symposium on Computational Intelligence in Control and Automation","IEEE CICA","C"
"IEEE Symposium on Computational Intelligence in Cyber Security","IEEE CICS","C"
"IEEE Symposium on Computational Intelligence in Image and Signal Processing","CIISP","C"
"IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making","IEEE MCDM","C"
"IEEE Symposium on Computational Intelligence in Scheduling","IEEE CI-Sched","C"
"IEEE Symposium on Computer Arithmetic","ARITH","C"
"IEEE Symposium on Computers and Communications","ISCC","B"
"IEEE Symposium on Foundations of Computer Science","FOCS","A"
"IEEE Symposium on High-Performance Interconnects","HOTI","B"
"IEEE Symposium on Intelligent Agents","IEEE IA","C"
"IEEE Symposium on Logic in Computer Science","LICS","A"
"IEEE Symposium on Rapid Prototyping","RSP","C"
"IEEE Symposium on Security and Privacy","S&P","A"
"IEEE Symposium on Visual Analytics Science and Technology","IEEE VAST","C"
"IEEE Symposium on Visual Languages and Human-Centric Computing (was VL)","VL/HCC","A"
"IEEE Symposium on VLSI Circuits","VLSIC","A"
"IEEE Systems and Information Engineering Design Symposium","SIEDS","C"
"IEEE Systems Conference","SysCon","C"
"IEEE Tencon (IEEE Region 10 Conference)","Tencon","C"
"IEEE Vehicular Technology Conference","VTC","B"
"IEEE Virtual Reality Conference","VR","B"
"IEEE Visualization","IEEE VIS","A"
"IEEE Wireless Communications and Networking Conference","WCNC","B"
"IEEE Working Conference on Reverse Engineering","WCRE","B"
"IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data","WARDS","C"
"IEEE Workshop on Applications of Computer Vision","WACV","A"
"IEEE Workshop on Computational Intelligence for Visual Intelligence","IEEE CIVI","C"
"IEEE Workshop on Computational Intelligence in Aerospace Applications","IEEE CIAA","C"
"IEEE Workshop on Computational Intelligence in Biometrics: Theory, Algorithms, and Applications","IEEE CIB","C"
"IEEE Workshop on Computational Intelligence in Vehicles and Vehicular Systems","IEEE CIWS","C"
"IEEE Workshop on Computational Intelligence in Virtual Environments","IEEE CIVE","C"
"IEEE Workshop on Evolvable and Adaptive Hardware","IEEE WEAH","C"
"IEEE Workshop on Evolving and Self-Developing Intelligent Systems","IEEE ESDIS","C"
"IEEE Workshop on High Performance Switching and Routing","HPSR","C"
"IEEE Workshop on Hot Topics in Web Systems and Technologies","HotWeb","B"
"IEEE Workshop on Hybrid Intelligent Models and Applications","IEEE HIMA","C"
"IEEE Workshop on Memetic Algorithms","IEEE WOMA","C"
"IEEE Workshop On Mobile Computing Systems And Applications","WMCSA","C"
"IEEE Workshop on Organic Computing","IEEE OC","C"
"IEEE Workshop on Robotic Intelligence in Informationally Structured Space","IEEE RiiSS","C"
"IEEE Workshop on Speech Coding","SCW","C"
"IEEE Workshop on Wireless Mesh Networks","WiMesh","C"
"IEEE World Congress on Computational Intelligence","WCCI","A"
"IEEE WoWMoM Workshop on Hot Topics in Mesh Networking","HotMESH","C"
"IEEE/ACIS International Conference on Computer and Information Science","ICIS","C"
"IEEE/ACM International Conference on Computer-Aided Design","ICCAD","A"
"IEEE/ACM International Conference on Grid Computing","GRID","A"
"IEEE/ACM International Symposium on Mixed and Augmented Reality","ISMAR","A"
"IEEE/IFAC Computer Aided Control System Design","CACSD","B"
"IEEE/IFIP International Conference on Dependable Systems","DSN","A"
"IEEE/IFIP International Conference on Embedded and Ubiquitous Computing","EUC","C"
"IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems","BASYS","B"
"IEEE/IFIP International Symposium on Trusted Computing and Communications","TrustCom","A"
"IEEE/IFIP Working Conference on Software Architecture (now with ECSA)","WICSA","A"
"IEEE/RSJ International Conference on Intelligent Robots and Systems","IROS","A"
"IEEE/WIC/ACM International Conference on Intelligent Agent Technology","IAT","C"
"IEEE/WIC/ACM international Conference on Web Intelligence and Intelligent Agent Technology","WI-IAT","C"
"IEEE-RAS International Conference on Humanoid Robots","Humanoids","C"
"IFAC Conference on System Structure and Control","SSC","C"
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes","SAFEProcess","C"
"IFIP Conference on Biologically Inspired Collaborative Computing","BICC","C"
"IFIP Congress (Information Processing)","Information Processing","C"
"IFIP International Conference on Broadband Communications","BC","C"
"IFIP International Conference on Distributed Applications and Inoperable Systems","DAIS","B"
"IFIP International Conference on Open Distributed Processing","ODP","B"
"IFIP International Conference on Theoretical Computer Science","IFIP TCS","C"
"IFIP International Information Security Conference","IFIP SEC","B"
"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification","FORTE","A"
"IFIP Networking 200X","Networking 200X","A"
"IFIP TC13 Conference on Human-Computer Interaction","Interact","A"
"IFIP Working Conference on Visual Database Systems","VDbS","C"
"IFIP Working Conferences on Virtual Enterprises","PRO-VE","C"
"IFIP International Conference on Network and Parallel Computing","NPC","C"
"IFIP/ACM Working Conference on Component Deployment","CD","B"
"IFIP/IEEE International Symposium on Integrated Management (odd years sharing with NOMS)","IM","A"
"IFIP/IEEE International Workshop on Distributed Systems Operations and Management","DSOM","B"
"IFSA World Congress","IFSA","B"
"IGIP - international Society for Engineering Education Annual Meeting",,"C"
"IMA International Conference on Cryptography and Coding",,"B"
"Image and Vision Computing Conference","IVCNZ","B"
"Indoor Air","IA","A"
"Inductive Logic Programming","ILP","B"
"Industrial Simulation Conference","ISC","C"
"Informatics Education Europe","IEE","C"
"Information Integration and Web-based Applications and Services","IIWAS","C"
"Information Processing in Sensor Networks","IPSN","A"
"Information Security Conference","ISC","B"
"Information Security Practice and Experience Conference","ISPEC","B"
"Information Security Symposium","CERIAS","C"
"Information Security Workshop","ISW","C"
"Information Systems Education Conference","ISECON","B"
"Information Systems Research Seminar in Scandinavia","IRIS","C"
"Information Theory Workshop","ITW","B"
"Information Visualisation Theory and Practice","InfVis","C"
"Information Visualization Evaluation","IVE","C"
"Information Visualization in Biomedical Informatics","IVBI","C"
"Informing Science and Information Technology Education","InSITE","C"
"Infrastructure and Environment (International Postgraduate Conference)","IPC","B"
"Innovative Applications in AI","IAAI","B"
"Innovative Internet Computer Systems","IICS","C"
"Institute for Small Business and Entrepreneurship Annual Conference","ISBE","C"
"Int. Workshop on Formal Methods for Industrial Critical Systems","FMICS","C"
"Int. Workshop on Multi-Media Data Base Management Systems","IW-MMDBMS","C"
"Integrated Data Environments Australia Workshop","IDEAW","C"
"Integrated Formal Methods","IFM","B"
"Integration of Software Engineering and Agent Technology","ISEAT","B"
"Intelligence Tools, Data Mining, Visualization","IDV","C"
"Intelligent Data Analysis","IDA","A"
"Intelligent Multimedia, Video and Speech Processing Symposium","MVSP","C"
"Intelligent Systems in Molecular Biology","ISMB","A"
"Intelligent Vehicles Symposium","IEEE IV","B"
"Intelligent Virtual Agents","IVA","B"
"Interaction","Interaction","C"
"Interaction Design and Children (ACM)","IDC","B"
"Interactive Entertainment","IE","B"
"Interior Design Educators Association (IDEA) Conference","IDEA","B"
"Interiors Forum Scotland conference","IFS","B"
"Interiors Forum World, Politecnico di Milano","IFW","B"
"International and Interdisciplinary Conference on Modelling and Using Context","CONTEXT","C"
"International Association for the Study of Traditional Environments (US)","IASTE","B"
"International Association of Ergonomics Societies Congress","IEA","B"
"International Association of Societies of Design Research","IASDR","B"
"International Atlantic Web Intelligence Conference","AWIC","C"
"International Baltic Conference on Databases and Information Systems","DB&IS","B"
"International Business Information Management","IBIMA","B"
"International Cognitive Robotics Conference","COGROBO","B"
"International Colloquium on Automata Languages and Programming","ICALP","A"
"International Colloquium on Data Sciences, Knowledge Discovery and Business Intelligence","DSKDB","C"
"International Colloquium on Structural Information and Communication Complexity","SIROCCO","B"
"International Colloquium on Theoretical Aspects of Computing","ICTAC","B"
"International Command and Control Research and Technology Symposium","ICCRTS","C"
"International Computer Science Conference","ICSC","B"
"International Computer Science Symposium in Russia","CSR","C"
"International Computer Software and Applications Conference","COMPSAC","B"
"International Computing Education Research Workshop","ICER","B"
"International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region","HPC Asia","B"
"International Conference Computer Graphics, Imaging and Visualization","CGIV","C"
"International Conference for Bulk Materials Storage, Handling and Transportation",,"A"
"International Conference Formal Concept Analysis Conference","ICFCA","C"
"International Conference Imaging Science, Systems and Technology","CISST","C"
"International Conference in Business Process Management","BPM","A"
"International Conference of Broadband Communication, Information Technology and Biomedical Applications","broadcom","C"
"International Conference of Society for Group Decision and Negotiation","GDN","B"
"International Conference of the International Association for Computer Methods and Advances in Geomechanics","IACMAG","A"
"International Conference of Z and B Users","ZB","C"
"International Conference of Z Users","ZUSER","C"
"International Conference on 3G Mobile Communication Technologies","3G","C"
"International Conference on Adaptive and Natural Computing Algorithms","ICANNGA","C"
"International Conference on AD-HOC Networks and Wireless","ADHOC-NOW","B"
"International Conference on Advanced Computing and Communications","AdCom","B"
"International Conference on Advanced Data Mining and Applications","ADMA","B"
"International Conference on Advanced Information Management","IMS","C"
"International Conference on Advanced Information Networking and Applications (was ICOIN)","AINA","B"
"International Conference on Advanced Information Systems Engineering","CaiSE","A"
"International Conference on Advanced Language Processing and Web Information Technology","ALPIT","C"
"International Conference on Advanced Materials Processing",,"B"
"International Conference on Advances and Trends in Engineering Materials and Their Applications",,"A"
"International Conference on Advances in Computer-Human Interactions","ACHI","C"
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet","SSGRR","C"
"International Conference on Advances in Intelligent Systems: Theory and Applications","AISTA","B"
"International Conference on Advances in Materials and Processing Technologies",,"A"
"International Conference on Advances in Mobile Computing and Multimedia","MOMM","B"
"International Conference on Advances in Pattern Recognition and Digital Techniques","ICAPRDT","C"
"International Conference on Affective Computing and Intelligent","ACII","C"
"International Conference on Agents and Artificial Intelligence","ICAART","C"
"International Conference On Agile Manufacturing",,"A"
"International Conference on Algebraic and Logic Programming","ALP","B"
"International Conference on Algorithms and Architectures for Parallel Processing","ICA3PP","B"
"International Conference on Algorithms and Complexity (was Italian Conference )","CIAC","C"
"International Conference on Applied Cryptography and Network Security","ACNS","B"
"International Conference on Apps for Specific Array Processors","ASAP","A"
"International Conference on Artificial Intelligence","IC-AI","C"
"International Conference on Artificial Intelligence and Law","ICAIL","C"
"International Conference on Artificial Intelligence and Pattern Recognition","AIPR","C"
"International Conference on Artificial Intelligence and Soft Computing","ICAISC","C"
"International Conference on Artificial Intelligence and Statistics","AISTATS","B"
"International Conference on Artificial Intelligence in Science and Technology","AISAT","C"
"International Conference on Artificial Neural Networks","ICANN","B"
"International Conference on Artificial Reality and Telexistence","ICAT","B"
"International Conference on Arts and Technology","ArtsIT","C"
"International Conference on Automated Deduction","CADE","A"
"International Conference on Automated Planning and Scheduling","ICAPS","A"
"International Conference on Automation, Robotics and Control Systems","ARCS","C"
"International Conference on Autonomic and Trusted Computing","ATC","C"
"International Conference on Autonomous Agents and Multiagent Systems","AAMAS","A"
"International Conference on Availability, Reliability and Security","ARES","B"
"International Conference on Biomedical and Pharmaceutical Engineering",,"B"
"International Conference on Broadband Communications, Networks and Systems","Broadnets","B"
"International Conference on Business Information Systems","BIS","B"
"International Conference on CAD/CAM, Robotics and Factories of the Future","RFF","C"
"International Conference on Case-Based Reasoning Research and Development","ICCBR","C"
"International Conference on Chinese Computing","ICCC","C"
"International Conference on Civil, Structural and Environmental Engineering Computing","CIVIL-COMP","A"
"International Conference on Cloud Computing","CloudCom","C"
"International Conference on Coastal Engineering",,"A"
"International Conference on Collaborative Computing: Networks, Applications and Worksharing","CollaborateCom","C"
"International Conference on Communication System Software and Middleware","COMSWARE","C"
"International Conference on Communications in Computing","CIC","C"
"International Conference on Compiler Construction","CC","A"
"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems","CASES","A"
"International Conference on Complex Systems","CxS","C"
"International Conference on Complex, Intelligent and Software Intensive Systems","CISIS","C"
"International Conference on Composite Materials",,"A"
"International Conference on Computability and Complexity in Analysis","CCA","C"
"International Conference on Computational Collective Intelligence: Semantic Web, Social Networks and Multiagent Systems","ICCCI","C"
"International Conference on Computational Engineering Science","ICES","C"
"International Conference on Computational Intelligence and Multimedia","ICCIMA","C"
"International Conference on Computational Intelligence and Security","CIS","C"
"International Conference on Computational Intelligence and Software Engineering","CISE","C"
"International Conference on Computational Intelligence for Modelling, Control and Automation","CIMCA","C"
"International Conference on Computational Intelligence, Robotics and Autonomous Systems","CIRAS","C"
"International Conference on Computational Linguistics","COLING","A"
"International Conference on Computational Molecular Biology","RECOMB","B"
"International Conference on Computational Plasticity","COMPLAS","A"
"International Conference on Computational Science","ICCS","A"
"International Conference on Computational Science and Applications","ICCSA","C"
"International Conference on Computational Semiotics for Games and New Media","Cosign","C"
"International Conference on Computer Analysis of Images and Patterns","CAIP","B"
"International Conference on Computer and Information Technology","ICCIT","C"
"International Conference on Computer Graphics and Interactive Techniques in Australasia and Southeast Asia","SIGGRAPH ASIA","B"
"International Conference on Computer Graphics Theory and Application","GRAPP","A"
"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa","AFRIGRAPH","C"
"International Conference on Computer Information Systems and Industrial Management Applications","CISIM","C"
"International Conference on Computer Safety, Reliability and Security","SAFECOMP","B"
"International Conference on Computer Supported Cooperative Work in Design","CSCWD","B"
"International Conference on Computer Theory and Applications","ICCTA","C"
"International Conference on Computer Vision Systems","ICVS","C"
"International Conference on Computers and their Applications","CATA","C"
"International Conference on Computers Helping People with Special Needs","ICCHP","C"
"International Conference on Computers in Education","ICCE","B"
"International Conference on Computers in Urban Planning and Urban Management","CUPUM","A"
"International Conference on Computing and Combinatorics","COCOON","A"
"International Conference on Computing and Informatics","ICOCI","C"
"International Conference on Conceptual Modelling","ER","A"
"International Conference on Conceptual Structures","ICCS","B"
"International Conference on Concurrency Theory","CONCUR","A"
"International Conference on Construction and Real Estate Management","ICCREM","B"
"International Conference on Construction Engineering and Management","ICCEM","C"
"International Conference on Construction in Developing Countries","ICCIDC","C"
"International Conference on Control, Automation, Robotics and Vision","ICARCV","A"
"International Conference on Convergence and Hybrid Information Technology","ICHIT","C"
"International Conference on Cooperative Information Systems","CoopIS","A"
"International Conference on Coordination Models and Languages","Coordination","A"
"International Conference on Creating Connecting and Collaborating through Computing","C5","C"
"International Conference on Cryptology and Network Security","CANS","B"
"International Conference on Cryptology in India","INDOCRYPT","B"
"International Conference on Cybercrime Forensics Education and Training","CFET","C"
"International Conference on Cyberworlds (was International Symposium on Cyberworlds)","CW","B"
"International Conference on Data Engineering","ICDE","A"
"International Conference on Database and Expert Systems Applications","DEXA","B"
